wavelength_um,transit_depth_ppm,uncertainty_ppm
0.6046247988286257,5005.988735292975,24.100486017579435
0.6107013790800849,4981.911849950806,24.12325437441132
0.6168390299783716,5059.780781507886,24.146299618740432
0.6230383652936904,4956.8105491433,24.16962536398232
0.6293000049647389,5011.700651541211,24.193235272628275
0.6356245751607024,4992.221405970937,24.217133056885956
0.6420127083438707,4987.10426152276,24.241322479326577
0.6484650433328859,5021.57724887882,24.265807353538765
0.6549822253666236,4951.546049188145,24.290591544788988
0.6615649061687184,4971.764670690999,24.315678970688637
0.668213744012736,4992.932285245876,24.341073601867752
0.6749294037880016,5038.143659116974,24.366779462655327
0.6817125570660889,4997.889917705975,24.392800631766303
0.6885638821679786,5017.5931783627975,24.419141242995135
0.6954840642318901,4950.17468570281,24.445805485916004
0.7024737952817969,4965.409151598955,24.472797606589626
0.7095337742966287,5019.4853160322145,24.50012190827666
0.7166647072801701,4980.327435013054,24.52778275215771
0.7238673073316623,4994.191989556163,24.55578455805986
0.7311422947171122,5013.710312400253,24.584131805189813
0.7384903969413213,4941.474484454971,24.612829032873513
0.7459123488206352,4966.150936297695,24.64188084130228
0.7534088925564268,4993.438488396443,24.67129189228544
0.7609807778093168,4957.557840386426,24.7010669100094
0.7686287617741407,4978.187368401657,24.731210681803102
0.776353609255668,4994.714872813267,24.76172805890994
0.7841560927450845,4979.278947095404,24.792623957265924
0.7920369924972409,4989.100825496616,24.823903358284245
0.7999970966086801,4996.79763860363,24.855571309646013
0.8080372010964467,5028.886408691796,24.887632926097297
0.8161581099776894,5035.125219521737,24.92009339025227
0.8243606353500641,4985.9434715365205,24.952957953402485
0.8326455974729432,4975.110887246954,24.98623193633224
0.8410138248494432,5018.048790922018,25.019920730139912
0.8494661543092753,5008.593175035414,25.054029797065244
0.8580034310924293,5002.054918332276,25.088564671322533
0.8666265089336976,4972.992093140782,25.123530959939593
0.8753362501480506,5012.040899461204,25.158934343602485
0.8841335257168677,5017.7940858999955,25.19478057750592
0.8930192153750367,4950.791256673798,25.23107549220924
0.9019942076989284,5021.53643496889,25.267824994497918
0.9110594001952544,4993.990288526434,25.30503506825051
0.9202156993908188,4976.994882130913,25.34271177531093
0.929464020923171,4955.814276916101,25.38086125636598
0.9388052896321716,4987.1585059515155,25.419489731828097
0.9482404396524756,4994.294388634537,25.45860350272313
0.957770414506948,4986.299341361262,25.498208951583088
0.9673961672010158,4965.102790607566,25.538312543343828
0.9771186603179698,4965.290080634117,25.578920826247447
0.986938866115224,5013.942822009951,25.620040432749406
0.9968577666215412,4997.099905509053,25.661678080430168
1.0068763537352383,5003.19594099135,25.70384057291133
1.0169956293233753,5012.081839722876,25.74653480077607
1.0272166053219438,5014.397830226841,25.789767742493844
1.0375403038370612,5040.720260143556,25.833546465349144
1.0479677572471822,4994.055256505566,25.87787812637429
1.0585000083063374,4989.180433940357,25.922769973286066
1.0691381102484092,4971.027593582198,25.968229345426092
1.0798831268924576,5002.405762843381,26.014263674704807
1.0907361327491003,5002.814678736586,26.060880486548943
1.1016982131279685,4976.092226290334,26.108087400852348
1.112770464246234,4995.0826774466095,26.155892132930017
1.123953993338236,4995.465814983408,26.20430249447524
1.135249918766203,5092.14850336598,26.253326394519643
1.1466593701320915,4982.522152708355,26.302971840396115
1.1581834883905455,5028.793045962564,26.353246938704366
1.1698234259629954,5006.697470820503,26.404159896279
1.1815803468528974,4993.540229365382,26.455719021160068
1.1934554267621382,5006.794863456359,26.507932723565776
1.2054498532086049,5005.499201323855,26.56080951686739
1.2175648256449372,4995.139334290616,26.61435801856608
1.229801555578475,4989.3386183515195,26.668586951271593
1.2421612666924082,4985.991521312238,26.723505143682655
1.254645194968149,4985.6795172095,26.779121531568894
1.2672545888089275,5003.499186539509,26.83544515875417
1.279990709164636,4992.844030084678,26.892485178101232
1.2928548296579232,5022.0021888554165,26.95025085249746
1.305848236711559,5033.2886594865095,27.008751555841627
1.3189722296770765,4994.535974355697,27.06799677403152
1.3322281209647084,4987.947764968842,27.12799610595234
1.345617236174631,5031.938273225656,27.188759264465617
1.3591409142295223,4994.129717708741,27.250296077398676
1.3728005075084582,5001.805733809523,27.31261648853442
1.3865973819821489,4985.52915309245,27.375730558601344
1.4005329173495396,4999.737945237232,27.43964846626364
1.41460850717578,5031.67789802874,27.50438050911131
1.428825559031582,5020.780351430116,27.569937104650155
1.4431854946339793,4965.909091448663,27.63632879129151
1.4576897499884984,4972.53502794486,27.703566229341657
1.472339775532762,4984.7912818947625,27.77166020199084
1.4871370362815328,4987.695635414056,27.840621616301657
1.5020830119732167,5015.701766471232,27.910461504196938
1.517179197217838,4936.5386646325005,27.981191023446854
1.5324271016465012,5032.31329132797,28.052821458655284
1.547828250062356,4963.83188884028,28.125364222245302
1.563384182593078,5025.423953891152,28.198830855443777
1.579096454844884,4960.554404656499,28.273233029264993
1.5949666380580922,4990.3531484144905,28.34858254549325
1.6109963192642498,5020.7783166895715,28.4248913376644
1.6271871014448354,4997.214087770739,28.502171472046285
1.643540603691559,5029.608802646701,28.58043514861807
1.6600584613682736,5068.1610957339835,28.65969470204839
1.6767423262745118,4981.323493424311,28.739962602672417
1.6935938668106674,4968.146466413996,28.82125145746773
1.7106147681448367,4962.467487423131,28.90357401102905
1.7278067323813378,4952.636165982062,28.986943146541876
1.7451714787309207,4988.322468764822,29.071371886755017
1.7627107436826912,4949.6422182216265,29.15687339495211
1.7804262811777605,4918.720330539505,29.243460975922105
1.7983198627846408,4977.248607131757,29.3311480769288
1.8163932778764047,5043.564742683783,29.419948288679628
1.8346483338096224,5004.060642949165,29.50987534629351
1.8530868561050995,4958.056478654349,29.60094313026815
1.8717106886304316,4970.0750070128215,29.693165667446735
1.8905216937843905,5020.2074373004825,29.786557131984154
1.909521752683168,5002.366321286001,29.88113184631295
1.9287127653484872,4983.839451568216,29.976904282109064
1.9480966508976076,5029.919684478734,30.073889061257606
1.967675347735237,5005.251999309481,30.17210095681877
1.9874508137473743,4984.409010193368,30.27155489399411
2.007425026497101,4996.114160851916,30.37226595109335
2.0275999834223377,5005.717982633161,30.474249360502
2.047977702035588,5035.28737414293,30.577520509649855
2.068560220125696,4963.042354608246,30.682094941980882
2.089349595961623,4992.10564045339,30.787988357924416
2.110347908498276,4987.2583996812,30.895216615868225
2.1315572575844084,4934.115416526256,31.003795733133547
2.152979764172603,4975.355747935735,31.11374188695246
